,Date/Time,Lat,Lon,Base_B02512,Base_B02598,Base_B02617,Base_B02682,Base_B02764,db_clusters
380895,2014-04-07 17:35:00,40.7175,-74.0089,0,0,0,1,0,0
296456,2014-04-23 18:48:00,40.7429,-74.0076,0,0,1,0,0,0
252132,2014-04-09 20:25:00,40.7615,-73.9784,0,0,1,0,0,0
226727,2014-04-03 10:42:00,40.6877,-73.9667,0,0,1,0,0,0
106252,2014-04-14 21:13:00,40.739,-74.0005,0,1,0,0,0,0
94538,2014-04-12 13:17:00,40.7076,-73.9401,0,1,0,0,0,0
126671,2014-04-18 08:50:00,40.7438,-74.0064,0,1,0,0,0,0
453128,2014-04-17 17:19:00,40.7636,-73.9694,0,0,0,1,0,0
74157,2014-04-08 17:27:00,40.7614,-73.9697,0,1,0,0,0,0
38553,2014-04-01 19:30:00,40.7556,-73.9838,0,1,0,0,0,0
106132,2014-04-14 20:36:00,40.7471,-73.9815,0,1,0,0,0,0
82943,2014-04-10 14:21:00,40.7259,-73.9977,0,1,0,0,0,0
265221,2014-04-13 13:53:00,40.7452,-73.9763,0,0,1,0,0,0
507621,2014-04-25 17:09:00,40.7457,-74.0055,0,0,0,1,0,0
502354,2014-04-24 22:24:00,40.7487,-73.9423,0,0,0,1,0,0
434578,2014-04-15 10:02:00,40.7589,-73.9885,0,0,0,1,0,0
427661,2014-04-13 23:31:00,40.6763,-73.9801,0,0,0,1,0,0
346315,2014-04-03 18:35:00,40.7706,-73.8654,0,0,0,1,0,0
318941,2014-04-29 18:38:00,40.7107,-73.9679,0,0,1,0,0,0
268674,2014-04-14 22:22:00,40.7772,-73.9597,0,0,1,0,0,0
229895,2014-04-03 23:06:00,40.7263,-73.9917,0,0,1,0,0,0
21350,2014-04-18 21:51:00,40.7646,-73.9767,1,0,0,0,0,0
548041,2014-04-30 16:31:00,40.7276,-74.0072,0,0,0,1,0,0
247387,2014-04-08 14:24:00,40.7281,-74.002,0,0,1,0,0,0
189642,2014-04-27 17:41:00,40.645,-73.7819,0,1,0,0,0,1
519931,2014-04-26 21:09:00,40.7649,-73.9837,0,0,0,1,0,0
426092,2014-04-13 17:02:00,40.7821,-73.9719,0,0,0,1,0,0
58447,2014-04-05 15:57:00,40.7436,-73.9838,0,1,0,0,0,0
375780,2014-04-06 22:34:00,40.7346,-73.9543,0,0,0,1,0,0
534705,2014-04-29 09:54:00,40.7769,-73.9776,0,0,0,1,0,0
381353,2014-04-07 18:02:00,40.758,-73.9818,0,0,0,1,0,0
489219,2014-04-23 14:15:00,40.7668,-73.9673,0,0,0,1,0,0
110419,2014-04-15 18:12:00,40.728,-74.0072,0,1,0,0,0,0
467865,2014-04-19 18:41:00,40.756,-73.9692,0,0,0,1,0,0
306205,2014-04-25 23:07:00,40.7264,-73.9917,0,0,1,0,0,0
231861,2014-04-04 14:23:00,40.7621,-73.9741,0,0,1,0,0,0
136105,2014-04-19 21:54:00,40.7713,-73.9898,0,1,0,0,0,0
44987,2014-04-03 10:22:00,40.726,-73.9985,0,1,0,0,0,0
420226,2014-04-12 19:39:00,40.7595,-73.9911,0,0,0,1,0,0
506127,2014-04-25 14:27:00,40.645,-73.7819,0,0,0,1,0,1
127943,2014-04-18 14:40:00,40.7047,-74.0081,0,1,0,0,0,0
270472,2014-04-15 15:29:00,40.7794,-73.9534,0,0,1,0,0,0
138133,2014-04-20 12:00:00,40.6983,-73.9943,0,1,0,0,0,0
439782,2014-04-15 20:39:00,40.7383,-74.0089,0,0,0,1,0,0
114162,2014-04-16 09:48:00,40.7296,-73.9985,0,1,0,0,0,0
539708,2014-04-29 20:12:00,40.7594,-73.9727,0,0,0,1,0,0
14833,2014-04-12 21:31:00,40.6815,-73.9527,1,0,0,0,0,0
455948,2014-04-17 21:56:00,40.7402,-74.006,0,0,0,1,0,0
322104,2014-04-30 12:23:00,40.7553,-73.9822,0,0,1,0,0,0
236661,2014-04-05 15:28:00,40.75,-73.9704,0,0,1,0,0,0
371582,2014-04-06 03:35:00,40.7228,-73.9777,0,0,0,1,0,0
132997,2014-04-19 11:27:00,40.6465,-73.9744,0,1,0,0,0,0
181129,2014-04-26 17:49:00,40.7421,-73.9934,0,1,0,0,0,0
159204,2014-04-24 07:15:00,40.7261,-73.9995,0,1,0,0,0,0
277874,2014-04-17 13:54:00,40.7515,-73.994,0,0,1,0,0,0
80959,2014-04-10 05:13:00,40.7223,-74.0045,0,1,0,0,0,0
210781,2014-04-30 14:57:00,40.7365,-74.0016,0,1,0,0,0,0
38594,2014-04-01 19:41:00,40.7546,-73.9877,0,1,0,0,0,0
323761,2014-04-30 16:54:00,40.7311,-74.0085,0,0,1,0,0,0
555135,2014-04-02 17:05:00,40.7732,-73.8857,0,0,0,0,1,0
309169,2014-04-26 18:57:00,40.7278,-73.98,0,0,1,0,0,0
76697,2014-04-09 07:54:00,40.6654,-73.9344,0,1,0,0,0,0
374333,2014-04-06 17:13:00,40.7246,-73.9936,0,0,0,1,0,0
562290,2014-04-25 09:54:00,40.751,-73.9745,0,0,0,0,1,0
140898,2014-04-21 06:22:00,40.74,-74.0054,0,1,0,0,0,0
222641,2014-04-02 08:00:00,40.6956,-73.9939,0,0,1,0,0,0
497751,2014-04-24 15:29:00,40.758,-73.9778,0,0,0,1,0,0
500460,2014-04-24 19:31:00,40.7335,-73.9852,0,0,0,1,0,0
282421,2014-04-18 17:33:00,40.732,-73.9861,0,0,1,0,0,0
301191,2014-04-24 20:56:00,40.6449,-73.7823,0,0,1,0,0,1
363125,2014-04-05 10:43:00,40.7588,-73.9895,0,0,0,1,0,0
77365,2014-04-09 11:36:00,40.6841,-74.0056,0,1,0,0,0,0
462982,2014-04-18 21:35:00,40.7249,-73.9783,0,0,0,1,0,0
180121,2014-04-26 16:21:00,40.7762,-73.98,0,1,0,0,0,0
332860,2014-04-01 22:45:00,40.7641,-73.9769,0,0,0,1,0,0
364909,2014-04-05 16:20:00,40.7368,-73.9878,0,0,0,1,0,0
102503,2014-04-13 21:57:00,40.7078,-73.9516,0,1,0,0,0,0
450461,2014-04-17 10:23:00,40.7382,-73.9557,0,0,0,1,0,0
472640,2014-04-20 16:28:00,40.7189,-73.9945,0,0,0,1,0,0
19832,2014-04-17 16:52:00,40.7683,-73.9677,1,0,0,0,0,0
324909,2014-04-30 19:01:00,40.7261,-74.0056,0,0,1,0,0,0
389329,2014-04-08 18:13:00,40.6861,-73.9941,0,0,0,1,0,0
438573,2014-04-15 19:01:00,40.7252,-73.9992,0,0,0,1,0,0
304489,2014-04-25 17:38:00,40.7558,-73.9648,0,0,1,0,0,0
247986,2014-04-08 17:10:00,40.6884,-73.9912,0,0,1,0,0,0
56907,2014-04-05 04:50:00,40.6936,-73.9825,0,1,0,0,0,0
334995,2014-04-02 10:12:00,40.7323,-73.9808,0,0,0,1,0,0
155352,2014-04-23 17:29:00,40.7522,-73.9764,0,1,0,0,0,0
211784,2014-04-30 16:03:00,40.7598,-73.9649,0,1,0,0,0,0
109176,2014-04-15 15:48:00,40.7152,-74.0131,0,1,0,0,0,0
249590,2014-04-09 07:04:00,40.734,-73.99,0,0,1,0,0,0
230015,2014-04-03 23:54:00,40.7206,-73.9882,0,0,1,0,0,0
310471,2014-04-26 23:17:00,40.6862,-73.9773,0,0,1,0,0,0
404275,2014-04-10 19:01:00,40.7245,-74.0092,0,0,0,1,0,0
125959,2014-04-18 04:02:00,40.7493,-73.6537,0,1,0,0,0,-1
264267,2014-04-13 01:40:00,40.7589,-73.9833,0,0,1,0,0,0
190604,2014-04-27 21:15:00,40.7631,-73.9764,0,1,0,0,0,0
221141,2014-04-01 18:16:00,40.7656,-73.9696,0,0,1,0,0,0
258338,2014-04-11 14:36:00,40.7416,-73.9898,0,0,1,0,0,0
402180,2014-04-10 15:54:00,40.7889,-73.9763,0,0,0,1,0,0
190708,2014-04-27 21:41:00,40.6747,-73.9595,0,1,0,0,0,0
550845,2014-04-30 19:13:00,40.7265,-74.0056,0,0,0,1,0,0
258992,2014-04-11 16:59:00,40.7482,-73.9913,0,0,1,0,0,0
240001,2014-04-06 09:57:00,40.7448,-73.974,0,0,1,0,0,0
296293,2014-04-23 18:15:00,40.6463,-73.7897,0,0,1,0,0,1
222975,2014-04-02 09:58:00,40.7457,-74.0074,0,0,1,0,0,0
251040,2014-04-09 16:08:00,40.7485,-73.9824,0,0,1,0,0,0
171474,2014-04-25 17:38:00,40.7686,-73.9585,0,1,0,0,0,0
13262,2014-04-11 15:43:00,40.745,-73.9861,1,0,0,0,0,0
187684,2014-04-27 12:00:00,40.7238,-74.0,0,1,0,0,0,0
528942,2014-04-28 09:58:00,40.7535,-73.9775,0,0,0,1,0,0
165064,2014-04-24 20:54:00,40.7596,-73.9764,0,1,0,0,0,0
215075,2014-04-30 19:09:00,40.7757,-73.9626,0,1,0,0,0,0
153942,2014-04-23 14:47:00,40.7627,-73.9742,0,1,0,0,0,0
479959,2014-04-22 05:29:00,40.7108,-73.9618,0,0,0,1,0,0
237538,2014-04-05 18:50:00,40.745,-73.9873,0,0,1,0,0,0
88722,2014-04-11 13:22:00,40.6877,-73.9802,0,1,0,0,0,0
78154,2014-04-09 15:26:00,40.6948,-74.1779,0,1,0,0,0,2
102005,2014-04-13 18:53:00,40.764,-73.9774,0,1,0,0,0,0
331088,2014-04-01 17:56:00,40.7618,-73.9751,0,0,0,1,0,0
287662,2014-04-20 16:34:00,40.7935,-73.7976,0,0,1,0,0,-1
344014,2014-04-03 15:04:00,40.7888,-73.9551,0,0,0,1,0,0
514817,2014-04-26 11:12:00,40.7528,-73.9848,0,0,0,1,0,0
544497,2014-04-30 11:18:00,40.6715,-73.9859,0,0,0,1,0,0
117733,2014-04-16 20:48:00,40.7544,-73.9194,0,1,0,0,0,0
262265,2014-04-12 16:52:00,40.7328,-74.0101,0,0,1,0,0,0
481293,2014-04-22 10:18:00,40.7404,-73.9249,0,0,0,1,0,0
169395,2014-04-25 13:52:00,40.7374,-74.0092,0,1,0,0,0,0
483043,2014-04-22 16:15:00,40.7707,-73.8657,0,0,0,1,0,0
548242,2014-04-30 16:44:00,40.7549,-73.9704,0,0,0,1,0,0
37605,2014-04-01 16:33:00,40.7279,-74.0073,0,1,0,0,0,0
168204,2014-04-25 09:10:00,40.7467,-73.9765,0,1,0,0,0,0
559963,2014-04-17 16:30:00,40.7757,-73.9822,0,0,0,0,1,0
25490,2014-04-23 19:05:00,40.7614,-73.9998,1,0,0,0,0,0
208801,2014-04-30 11:43:00,40.722,-73.9999,0,1,0,0,0,0
118279,2014-04-16 22:06:00,40.7551,-73.9839,0,1,0,0,0,0
341522,2014-04-03 07:17:00,40.711,-73.95,0,0,0,1,0,0
354571,2014-04-04 15:48:00,40.7262,-74.0075,0,0,0,1,0,0
66403,2014-04-07 07:18:00,40.7743,-73.9852,0,1,0,0,0,0
546836,2014-04-30 15:14:00,40.7376,-73.978,0,0,0,1,0,0
228001,2014-04-03 17:21:00,40.6679,-73.9328,0,0,1,0,0,0
195173,2014-04-28 18:05:00,40.7601,-73.9841,0,1,0,0,0,0
328651,2014-04-01 10:43:00,40.7028,-74.0141,0,0,0,1,0,0
248319,2014-04-08 18:25:00,40.7444,-73.9905,0,0,1,0,0,0
292879,2014-04-22 18:03:00,40.7141,-74.0149,0,0,1,0,0,0
135472,2014-04-19 19:58:00,40.7575,-73.9758,0,1,0,0,0,0
54069,2014-04-04 19:02:00,40.752,-73.9714,0,1,0,0,0,0
555419,2014-04-03 15:15:00,40.7084,-74.0097,0,0,0,0,1,0
554066,2014-04-30 22:41:00,40.7591,-73.9689,0,0,0,1,0,0
11158,2014-04-09 19:55:00,40.7394,-74.0279,1,0,0,0,0,0
97104,2014-04-12 20:11:00,40.7213,-74.032,0,1,0,0,0,0
485459,2014-04-22 20:54:00,40.774,-73.8727,0,0,0,1,0,0
526114,2014-04-27 19:00:00,40.7164,-73.9615,0,0,0,1,0,0
165866,2014-04-24 22:06:00,40.7214,-73.9839,0,1,0,0,0,0
480531,2014-04-22 07:30:00,40.7342,-73.9805,0,0,0,1,0,0
213528,2014-04-30 17:47:00,40.7377,-73.9925,0,1,0,0,0,0
369071,2014-04-05 22:37:00,40.7445,-73.8512,0,0,0,1,0,0
354927,2014-04-04 16:18:00,40.7607,-73.9706,0,0,0,1,0,0
282631,2014-04-18 18:32:00,40.7626,-73.9717,0,0,1,0,0,0
346442,2014-04-03 18:47:00,40.7708,-73.8655,0,0,0,1,0,0
195515,2014-04-28 18:58:00,40.6924,-73.9897,0,1,0,0,0,0
53313,2014-04-04 17:53:00,40.6694,-73.8419,0,1,0,0,0,-1
104702,2014-04-14 15:16:00,40.6462,-73.7769,0,1,0,0,0,1
230555,2014-04-04 07:27:00,40.7223,-73.9943,0,0,1,0,0,0
109105,2014-04-15 15:33:00,40.7062,-74.0065,0,1,0,0,0,0
391182,2014-04-08 23:16:00,40.7578,-73.9725,0,0,0,1,0,0
435760,2014-04-15 14:00:00,40.7479,-73.9566,0,0,0,1,0,0
49777,2014-04-04 06:29:00,40.7134,-73.9516,0,1,0,0,0,0
274377,2014-04-16 15:01:00,40.7267,-74.0074,0,0,1,0,0,0
23334,2014-04-21 16:11:00,40.7432,-73.9874,1,0,0,0,0,0
479571,2014-04-21 23:21:00,40.6486,-73.7827,0,0,0,1,0,1
156284,2014-04-23 19:08:00,40.7476,-73.9768,0,1,0,0,0,0
152405,2014-04-23 08:52:00,40.7546,-73.9954,0,1,0,0,0,0
386591,2014-04-08 09:54:00,40.7241,-73.9808,0,0,0,1,0,0
8455,2014-04-07 16:51:00,40.6937,-73.9508,1,0,0,0,0,0
131144,2014-04-18 22:27:00,40.7234,-73.9809,0,1,0,0,0,0
362123,2014-04-05 03:00:00,40.7699,-73.918,0,0,0,1,0,0
207434,2014-04-30 09:04:00,40.7447,-73.9756,0,1,0,0,0,0
410983,2014-04-11 16:24:00,40.7228,-73.9931,0,0,0,1,0,0
393122,2014-04-09 10:01:00,40.7738,-73.8717,0,0,0,1,0,0
333591,2014-04-02 06:29:00,40.7342,-73.9753,0,0,0,1,0,0
496630,2014-04-24 12:32:00,40.7445,-73.8863,0,0,0,1,0,0
449382,2014-04-17 07:06:00,40.7958,-73.9708,0,0,0,1,0,0
228213,2014-04-03 18:00:00,40.7438,-73.9958,0,0,1,0,0,0
207535,2014-04-30 09:16:00,40.7193,-73.9997,0,1,0,0,0,0
39541,2014-04-02 06:08:00,40.7698,-73.922,0,1,0,0,0,0
433084,2014-04-15 04:07:00,40.6765,-73.9587,0,0,0,1,0,0
508965,2014-04-25 19:03:00,40.7765,-73.9505,0,0,0,1,0,0
353634,2014-04-04 14:11:00,40.7438,-73.9903,0,0,0,1,0,0
276585,2014-04-17 05:32:00,40.7446,-73.9912,0,0,1,0,0,0
733,2014-04-01 18:14:00,40.7288,-74.0347,1,0,0,0,0,0
114994,2014-04-16 14:06:00,40.7172,-74.0082,0,1,0,0,0,0
421460,2014-04-12 22:04:00,40.7642,-73.9791,0,0,0,1,0,0
456423,2014-04-17 22:48:00,40.7292,-73.992,0,0,0,1,0,0
165259,2014-04-24 21:11:00,40.7415,-73.9891,0,1,0,0,0,0
159556,2014-04-24 08:14:00,40.795,-73.9762,0,1,0,0,0,0
540029,2014-04-29 20:44:00,40.7522,-73.9855,0,0,0,1,0,0
152538,2014-04-23 09:25:00,40.7688,-73.8672,0,1,0,0,0,0
130324,2014-04-18 20:27:00,40.7644,-73.9958,0,1,0,0,0,0
167613,2014-04-25 07:24:00,40.738,-74.002,0,1,0,0,0,0
92314,2014-04-11 22:23:00,40.6813,-73.9772,0,1,0,0,0,0
407724,2014-04-11 07:06:00,40.7662,-73.8864,0,0,0,1,0,0
437350,2014-04-15 17:17:00,40.755,-73.9727,0,0,0,1,0,0
10319,2014-04-09 07:14:00,40.7368,-73.9889,1,0,0,0,0,0
355401,2014-04-04 16:52:00,40.8021,-73.934,0,0,0,1,0,0
119509,2014-04-17 07:50:00,40.7485,-74.0061,0,1,0,0,0,0
69328,2014-04-07 18:19:00,40.6545,-73.9443,0,1,0,0,0,0
215677,2014-04-30 19:45:00,40.7499,-73.9914,0,1,0,0,0,0
191955,2014-04-28 07:39:00,40.7652,-73.9637,0,1,0,0,0,0
57684,2014-04-05 12:30:00,40.6914,-73.9874,0,1,0,0,0,0
347140,2014-04-03 19:52:00,40.7488,-73.98,0,0,0,1,0,0
273898,2014-04-16 11:11:00,40.7552,-73.9711,0,0,1,0,0,0
414021,2014-04-11 21:41:00,40.7397,-74.0062,0,0,0,1,0,0
204466,2014-04-29 21:15:00,40.7343,-73.9938,0,1,0,0,0,0
511129,2014-04-25 22:21:00,40.7298,-73.9886,0,0,0,1,0,0
144717,2014-04-21 21:29:00,40.7596,-73.972,0,1,0,0,0,0
527725,2014-04-28 06:17:00,40.814,-73.9465,0,0,0,1,0,0
521997,2014-04-27 00:21:00,40.7263,-73.9803,0,0,0,1,0,0
501109,2014-04-24 20:32:00,40.7152,-73.9987,0,0,0,1,0,0
257307,2014-04-11 08:16:00,40.7493,-73.9919,0,0,1,0,0,0
485191,2014-04-22 20:18:00,40.7634,-73.9791,0,0,0,1,0,0
36324,2014-04-01 08:52:00,40.7215,-73.9823,0,1,0,0,0,0
91172,2014-04-11 19:26:00,40.7749,-73.9629,0,1,0,0,0,0
82269,2014-04-10 11:16:00,40.7634,-73.9805,0,1,0,0,0,0
445754,2014-04-16 17:30:00,40.6828,-73.9979,0,0,0,1,0,0
125427,2014-04-17 23:16:00,40.6831,-73.9736,0,1,0,0,0,0
54267,2014-04-04 19:19:00,40.7763,-73.9577,0,1,0,0,0,0
473770,2014-04-20 20:40:00,40.7256,-74.0054,0,0,0,1,0,0
378348,2014-04-07 12:07:00,40.7075,-74.0071,0,0,0,1,0,0
353578,2014-04-04 14:05:00,40.771,-73.8661,0,0,0,1,0,0
542983,2014-04-30 08:23:00,40.7329,-73.9963,0,0,0,1,0,0
257101,2014-04-11 07:25:00,40.7423,-73.9827,0,0,1,0,0,0
8917,2014-04-07 19:48:00,40.7624,-73.9714,1,0,0,0,0,0
113743,2014-04-16 08:00:00,40.7797,-73.9556,0,1,0,0,0,0
277510,2014-04-17 11:33:00,40.7535,-73.9919,0,0,1,0,0,0
338606,2014-04-02 18:43:00,40.7591,-73.9862,0,0,0,1,0,0
245933,2014-04-08 03:30:00,40.7672,-73.9616,0,0,1,0,0,0
333064,2014-04-02 00:03:00,40.7546,-73.9797,0,0,0,1,0,0
313292,2014-04-27 23:02:00,40.7293,-73.9957,0,0,1,0,0,0
51731,2014-04-04 14:34:00,40.7566,-73.9851,0,1,0,0,0,0
98348,2014-04-12 22:54:00,40.7212,-73.9876,0,1,0,0,0,0
392201,2014-04-09 07:15:00,40.7171,-73.9014,0,0,0,1,0,0
537641,2014-04-29 17:07:00,40.7185,-74.0042,0,0,0,1,0,0
160822,2014-04-24 13:20:00,40.7529,-73.993,0,1,0,0,0,0
348354,2014-04-03 21:40:00,40.7404,-74.0063,0,0,0,1,0,0
331457,2014-04-01 18:40:00,40.736,-73.9958,0,0,0,1,0,0
276244,2014-04-16 22:30:00,40.7071,-74.0083,0,0,1,0,0,0
334834,2014-04-02 09:39:00,40.688,-73.9976,0,0,0,1,0,0
263461,2014-04-12 22:02:00,40.7321,-73.9914,0,0,1,0,0,0
185765,2014-04-27 00:30:00,40.7519,-73.9855,0,1,0,0,0,0
108887,2014-04-15 14:50:00,40.7521,-73.9803,0,1,0,0,0,0
351119,2014-04-04 07:44:00,40.7658,-73.9885,0,0,0,1,0,0
259965,2014-04-11 20:34:00,40.7676,-73.9554,0,0,1,0,0,0
157017,2014-04-23 20:24:00,40.7198,-73.9831,0,1,0,0,0,0
526435,2014-04-27 20:16:00,40.7376,-74.0082,0,0,0,1,0,0
471999,2014-04-20 14:19:00,40.7435,-73.9882,0,0,0,1,0,0
235518,2014-04-05 00:47:00,40.7501,-73.985,0,0,1,0,0,0
394415,2014-04-09 14:58:00,40.7344,-74.0062,0,0,0,1,0,0
458337,2014-04-18 09:39:00,40.7301,-73.9757,0,0,0,1,0,0
347462,2014-04-03 20:23:00,40.7485,-73.9905,0,0,0,1,0,0
106599,2014-04-15 00:09:00,40.7319,-73.9839,0,1,0,0,0,0
75796,2014-04-08 22:50:00,40.7602,-73.9844,0,1,0,0,0,0
131262,2014-04-18 22:42:00,40.7616,-73.977,0,1,0,0,0,0
462991,2014-04-18 21:36:00,40.7427,-73.9903,0,0,0,1,0,0
133774,2014-04-19 15:07:00,40.7403,-74.0036,0,1,0,0,0,0
286484,2014-04-20 01:04:00,40.7153,-74.0088,0,0,1,0,0,0
398159,2014-04-09 22:51:00,40.7392,-73.9881,0,0,0,1,0,0
552410,2014-04-30 20:44:00,40.7562,-73.9981,0,0,0,1,0,0
457046,2014-04-18 01:24:00,40.7813,-73.9461,0,0,0,1,0,0
329671,2014-04-01 15:01:00,40.6847,-73.9873,0,0,0,1,0,0
181663,2014-04-26 18:30:00,40.7621,-73.9706,0,1,0,0,0,0
345141,2014-04-03 16:58:00,40.7522,-73.9855,0,0,0,1,0,0
45497,2014-04-03 13:38:00,40.6696,-73.9907,0,1,0,0,0,0
132198,2014-04-19 02:57:00,40.7223,-73.9575,0,1,0,0,0,0
550106,2014-04-30 18:32:00,40.7235,-74.0062,0,0,0,1,0,0
436834,2014-04-15 16:30:00,40.7495,-73.9702,0,0,0,1,0,0
187465,2014-04-27 11:05:00,40.7676,-73.9131,0,1,0,0,0,0
547210,2014-04-30 15:41:00,40.735,-73.9943,0,0,0,1,0,0
254567,2014-04-10 16:07:00,40.7662,-73.9621,0,0,1,0,0,0
187535,2014-04-27 11:26:00,40.741,-73.9816,0,1,0,0,0,0
277664,2014-04-17 12:33:00,40.8064,-73.9664,0,0,1,0,0,0
25550,2014-04-23 19:43:00,40.7362,-73.9921,1,0,0,0,0,0
518128,2014-04-26 18:22:00,40.7635,-73.9597,0,0,0,1,0,0
254219,2014-04-10 14:48:00,40.7624,-73.9721,0,0,1,0,0,0
214306,2014-04-30 18:30:00,40.7612,-73.9696,0,1,0,0,0,0
287037,2014-04-20 11:39:00,40.7643,-73.9722,0,0,1,0,0,0
553737,2014-04-30 22:11:00,40.7469,-73.9857,0,0,0,1,0,0
378619,2014-04-07 13:24:00,40.7475,-73.9921,0,0,0,1,0,0
118199,2014-04-16 21:53:00,40.6771,-73.9241,0,1,0,0,0,0
426680,2014-04-13 18:54:00,40.7854,-73.952,0,0,0,1,0,0
63844,2014-04-06 13:16:00,40.7107,-74.0104,0,1,0,0,0,0
382186,2014-04-07 18:57:00,40.765,-73.9669,0,0,0,1,0,0
431241,2014-04-14 17:18:00,40.7372,-73.9927,0,0,0,1,0,0
535647,2014-04-29 13:46:00,40.7226,-74.0001,0,0,0,1,0,0
266507,2014-04-14 06:21:00,40.7368,-74.0045,0,0,1,0,0,0
313299,2014-04-27 23:08:00,40.7708,-73.8657,0,0,1,0,0,0
216991,2014-04-30 21:02:00,40.7605,-73.9747,0,1,0,0,0,0
135812,2014-04-19 21:06:00,40.7567,-73.8439,0,1,0,0,0,0
546811,2014-04-30 15:11:00,40.7587,-73.9708,0,0,0,1,0,0
72762,2014-04-08 12:08:00,40.7316,-73.9902,0,1,0,0,0,0
220974,2014-04-01 17:38:00,40.7235,-73.9982,0,0,1,0,0,0
335497,2014-04-02 11:51:00,40.7738,-73.8722,0,0,0,1,0,0
348054,2014-04-03 21:14:00,40.7332,-73.9998,0,0,0,1,0,0
514865,2014-04-26 11:25:00,40.7105,-74.0147,0,0,0,1,0,0
199440,2014-04-29 13:40:00,40.7689,-73.9612,0,1,0,0,0,0
149565,2014-04-22 18:49:00,40.727,-74.0002,0,1,0,0,0,0
470599,2014-04-20 05:42:00,40.7675,-73.8894,0,0,0,1,0,0
282586,2014-04-18 18:21:00,40.7136,-73.9928,0,0,1,0,0,0
103493,2014-04-14 08:09:00,40.7206,-73.9917,0,1,0,0,0,0
95069,2014-04-12 15:25:00,40.8296,-73.9282,0,1,0,0,0,0
119285,2014-04-17 07:11:00,40.7436,-74.0024,0,1,0,0,0,0
544004,2014-04-30 10:20:00,40.7527,-73.9942,0,0,0,1,0,0
490368,2014-04-23 16:45:00,40.7623,-73.9787,0,0,0,1,0,0
271638,2014-04-15 19:11:00,40.7823,-73.9723,0,0,1,0,0,0
110362,2014-04-15 18:04:00,40.7856,-73.9692,0,1,0,0,0,0
495436,2014-04-24 08:23:00,40.7314,-73.9828,0,0,0,1,0,0
409063,2014-04-11 11:11:00,40.7487,-73.9802,0,0,0,1,0,0
465027,2014-04-19 07:21:00,40.7576,-73.9848,0,0,0,1,0,0
78274,2014-04-09 15:46:00,40.719,-73.961,0,1,0,0,0,0
199354,2014-04-29 13:27:00,40.7283,-73.7105,0,1,0,0,0,-1
370112,2014-04-05 23:57:00,40.7339,-74.0015,0,0,0,1,0,0
97601,2014-04-12 21:32:00,40.7292,-73.9922,0,1,0,0,0,0
289853,2014-04-21 16:42:00,40.722,-73.9578,0,0,1,0,0,0
351989,2014-04-04 09:36:00,40.7199,-73.9893,0,0,0,1,0,0
11371,2014-04-10 03:36:00,40.6607,-73.6982,1,0,0,0,0,-1
220206,2014-04-01 14:24:00,40.7275,-74.0074,0,0,1,0,0,0
417489,2014-04-12 14:09:00,40.7406,-74.0056,0,0,0,1,0,0
286016,2014-04-19 21:46:00,40.7701,-73.9925,0,0,1,0,0,0
47938,2014-04-03 20:26:00,40.7482,-73.9784,0,1,0,0,0,0
422852,2014-04-13 00:17:00,40.7422,-74.0041,0,0,0,1,0,0
233696,2014-04-04 19:00:00,40.7501,-73.9753,0,0,1,0,0,0
148087,2014-04-22 16:08:00,40.7272,-74.0034,0,1,0,0,0,0
330351,2014-04-01 16:33:00,40.7611,-73.9791,0,0,0,1,0,0
136380,2014-04-19 22:39:00,40.7243,-74.0099,0,1,0,0,0,0
223183,2014-04-02 11:21:00,40.7103,-73.9847,0,0,1,0,0,0
268215,2014-04-14 18:17:00,40.7868,-73.9796,0,0,1,0,0,0
370058,2014-04-05 23:51:00,40.7405,-74.0085,0,0,0,1,0,0
233046,2014-04-04 17:39:00,40.6879,-74.1823,0,0,1,0,0,2
395205,2014-04-09 16:36:00,40.7596,-73.9881,0,0,0,1,0,0
124424,2014-04-17 21:06:00,40.7236,-74.0111,0,1,0,0,0,0
325496,2014-04-30 20:07:00,40.7675,-73.9662,0,0,1,0,0,0
228682,2014-04-03 19:32:00,40.7234,-74.0104,0,0,1,0,0,0
302560,2014-04-25 07:38:00,40.6855,-74.0024,0,0,1,0,0,0
295798,2014-04-23 16:43:00,40.7508,-73.9742,0,0,1,0,0,0
431638,2014-04-14 18:25:00,40.7477,-73.9708,0,0,0,1,0,0
249749,2014-04-09 07:45:00,40.7716,-73.949,0,0,1,0,0,0
347027,2014-04-03 19:42:00,40.7492,-73.9821,0,0,0,1,0,0
547214,2014-04-30 15:41:00,40.7443,-73.9903,0,0,0,1,0,0
501552,2014-04-24 21:08:00,40.6448,-73.7825,0,0,0,1,0,1
497323,2014-04-24 14:31:00,40.7382,-73.9838,0,0,0,1,0,0
72431,2014-04-08 09:47:00,40.752,-73.9835,0,1,0,0,0,0
197828,2014-04-29 07:47:00,40.736,-74.005,0,1,0,0,0,0
93279,2014-04-12 01:27:00,40.7057,-74.0079,0,1,0,0,0,0
381855,2014-04-07 18:33:00,40.7474,-73.9852,0,0,0,1,0,0
414048,2014-04-11 21:43:00,40.6486,-73.7831,0,0,0,1,0,1
369169,2014-04-05 22:44:00,40.7399,-73.9987,0,0,0,1,0,0
239042,2014-04-05 23:47:00,40.7202,-73.9873,0,0,1,0,0,0
488312,2014-04-23 10:49:00,40.6878,-74.1819,0,0,0,1,0,2
